id_rssd,name,state,city,filing_type,reporting_period,has_filed
819154,FIRST SECURITY STATE BANK,TX,CRANFILLS GAP            ,051,6/30/2025,True
198961,FIRST NATIONAL BANK OF BOSQUE COUNTY,TX,VALLEY MILLS             ,051,6/30/2025,True
794149,COMMERCIAL NATIONAL BANK OF TEXARKANA,TX,TEXARKANA                ,041,6/30/2025,True
621357,STATE BANK OF DE KALB,TX,DE KALB                  ,051,6/30/2025,True
863362,BRAZOS NATIONAL BANK,TX,RICHWOOD                 ,051,6/30/2025,True
3485215,"TEXAS ADVANTAGE COMMUNITY BANK, NATIONAL ASSOCIATION",TX,ALVIN                    ,051,6/30/2025,True
560353,FIRST NATIONAL BANK OF LAKE JACKSON,TX,LAKE JACKSON             ,051,6/30/2025,True
796152,FIRST STATE BANK,TX,CLUTE                    ,051,6/30/2025,True
3447576,AMERICAN MOMENTUM BANK,TX,COLLEGE STATION          ,051,6/30/2025,True
644963,"FIRST NATIONAL BANK OF QUITAQUE, THE",TX,QUITAQUE                 ,051,6/30/2025,True
442655,"FIRST NATIONAL BANK IN FALFURRIAS, THE",TX,FALFURRIAS               ,051,6/30/2025,True
232856,TEXASBANK,TX,BROWNWOOD                ,051,6/30/2025,True
233358,CITIZENS NATIONAL BANK AT BROWNWOOD,TX,BROWNWOOD                ,051,6/30/2025,True
261360,CITIZENS STATE BANK,TX,SOMERVILLE               ,051,6/30/2025,True
303653,FIRST STATE BANK OF BURNET,TX,BURNET                   ,051,6/30/2025,True
954653,CITIZENS STATE BANK OF LULING,TX,LULING                   ,051,6/30/2025,True
631150,FIRST-LOCKHART NATIONAL BANK,TX,LOCKHART                 ,051,6/30/2025,True
855264,FIRST NATIONAL BANK IN PORT LAVACA,TX,PORT LAVACA              ,051,6/30/2025,True
230759,INTERNATIONAL BANK OF COMMERCE,TX,BROWNSVILLE              ,041,6/30/2025,True
334264,FIRST COMMUNITY BANK,TX,SAN BENITO               ,051,6/30/2025,True
380458,TEXAS REGIONAL BANK,TX,HARLINGEN                ,051,6/30/2025,True
346566,FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,TX,SOUTH PADRE ISLAND       ,051,6/30/2025,True
911160,PILGRIM BANK,TX,PITTSBURG                ,051,6/30/2025,True
729178,"CYPRESS BANK, SSB",TX,PITTSBURG                ,051,6/30/2025,True
460556,"STATE NATIONAL BANK OF GROOM, THE",TX,GROOM                    ,051,6/30/2025,True
849357,"FIRST NATIONAL BANK OF HUGHES SPRINGS, THE",TX,HUGHES SPRINGS           ,051,6/30/2025,True
809650,"TEXANA BANK, NATIONAL ASSOCIATION",TX,LINDEN                   ,041,6/30/2025,True
578255,FIRST UNITED BANK,TX,DIMMITT                  ,051,6/30/2025,True
424352,ANAHUAC NATIONAL BANK,TX,ANAHUAC                  ,051,6/30/2025,True
739355,TEXAS NATIONAL BANK OF JACKSONVILLE,TX,JACKSONVILLE             ,041,6/30/2025,True
548351,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",TX,JACKSONVILLE             ,041,6/30/2025,True
803265,ROBERT LEE STATE BANK,TX,ROBERT LEE               ,051,6/30/2025,True
761954,COLEMAN COUNTY STATE BANK,TX,COLEMAN                  ,051,6/30/2025,True
735067,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",TX,FRISCO                   ,051,6/30/2025,True
1176881,XD BANK,TX,PLANO                    ,041,6/30/2025,True
980960,BENCHMARK BANK,TX,PLANO                    ,051,6/30/2025,True
371362,WELLINGTON STATE BANK,TX,WELLINGTON               ,051,6/30/2025,True
891253,COLUMBUS STATE BANK,TX,COLUMBUS                 ,051,6/30/2025,True
801654,"FIRST STATE BANK, THE",TX,COLUMBUS                 ,051,6/30/2025,True
651952,"FIRST NATIONAL BANK OF EAGLE LAKE, THE",TX,EAGLE LAKE               ,051,6/30/2025,True
555256,FARMERS AND MERCHANTS BANK,TX,DE LEON                  ,051,6/30/2025,True
656658,TEXAS FINANCIAL BANK DBA THE EDEN STATE BANK,TX,EDEN                     ,051,6/30/2025,True
719964,FIRST STATE BANK,TX,PAINT ROCK               ,051,6/30/2025,True
435750,FIRST STATE BANK,TX,GAINESVILLE              ,041,6/30/2025,True
765662,MUENSTER STATE BANK,TX,MUENSTER                 ,051,6/30/2025,True
379153,"FIRST NATIONAL BANK OF EVANT, THE",TX,EVANT                    ,051,6/30/2025,True
780263,OZONA BANK,TX,OZONA                    ,051,6/30/2025,True
901451,CITIZENS NATIONAL BANK OF CROSBYTON,TX,CROSBYTON                ,051,6/30/2025,True
971070,"DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB",TX,DALHART                  ,051,6/30/2025,True
726953,UNITED TEXAS BANK,TX,DALLAS                   ,041,6/30/2025,True
965789,SUSSER BANK,TX,DALLAS                   ,041,6/30/2025,True
384652,"DALLAS CAPITAL BANK, NATIONAL ASSOCIATION",TX,DALLAS                   ,051,6/30/2025,True
652874,NEXBANK,TX,DALLAS                   ,041,6/30/2025,True
474759,"SUNFLOWER BANK, NATIONAL ASSOCIATION",TX,DALLAS                   ,041,6/30/2025,True
3284445,"T BANK, NATIONAL ASSOCIATION",TX,DALLAS                   ,051,6/30/2025,True
494654,"AMERICAN BANK, NATIONAL ASSOCIATION",TX,DALLAS                   ,051,6/30/2025,True
3296859,ONE WORLD BANK,TX,DALLAS                   ,051,6/30/2025,True
490450,NORTH DALLAS BANK & TRUST CO.,TX,DALLAS                   ,051,6/30/2025,True
500658,PAVILLION BANK,TX,RICHARDSON               ,051,6/30/2025,True
60143,COMERICA BANK,TX,DALLAS                   ,031,6/30/2025,True
3690121,LIBERTY CAPITAL BANK,TX,ADDISON                  ,051,6/30/2025,True
637451,PLAINSCAPITAL BANK,TX,UNIVERSITY PARK          ,041,6/30/2025,True
645465,VISTA BANK,TX,DALLAS                   ,041,6/30/2025,True
3166699,TOLLESON PRIVATE BANK,TX,DALLAS                   ,051,6/30/2025,True
3221468,VERITEX COMMUNITY BANK,TX,DALLAS                   ,041,6/30/2025,True
594451,MAPLEMARK BANK,TX,DALLAS                   ,051,6/30/2025,True
913753,INWOOD NATIONAL BANK,TX,DALLAS                   ,041,6/30/2025,True
404653,DOMINION BANK,TX,DALLAS                   ,051,6/30/2025,True
3297490,HARMONY BANK,TX,DALLAS                   ,051,6/30/2025,True
522669,HOMEBANK TEXAS,TX,SEAGOVILLE               ,051,6/30/2025,True
2618780,TEXAS CAPITAL BANK,TX,DALLAS                   ,041,6/30/2025,True
766164,"TBK BANK, SSB",TX,DALLAS                   ,041,6/30/2025,True
638355,"BANK OF DESOTO, NATIONAL ASSOCIATION",TX,DESOTO                   ,051,6/30/2025,True
3465392,PEGASUS BANK,TX,DALLAS                   ,041,6/30/2025,True
1157415,STATE BANK OF TEXAS,TX,IRVING                   ,051,6/30/2025,True
529958,"TIB, NATIONAL ASSOCIATION",TX,FARMERS BRANCH           ,041,6/30/2025,True
3619216,TEXAS SECURITY BANK,TX,DALLAS                   ,051,6/30/2025,True
623052,"LAMESA NATIONAL BANK, THE",TX,LAMESA                   ,051,6/30/2025,True
2759629,"FIRST NATIONAL BANK OF HEREFORD, THE",TX,HEREFORD                 ,051,6/30/2025,True
767152,"FIRST NATIONAL BANK IN COOPER, THE",TX,COOPER                   ,051,6/30/2025,True
5278251,CHARLES SCHWAB TRUST BANK,TX,WESTLAKE                 ,031,6/30/2025,True
844567,POINTBANK,TX,PILOT POINT              ,051,6/30/2025,True
1893049,"CHARLES SCHWAB PREMIER BANK, SSB",TX,WESTLAKE                 ,031,6/30/2025,True
336361,SANGER BANK,TX,SANGER                   ,051,6/30/2025,True
3150447,"CHARLES SCHWAB BANK, SSB",TX,WESTLAKE                 ,031,6/30/2025,True
311265,"YOAKUM NATIONAL BANK, THE",TX,YOAKUM                   ,051,6/30/2025,True
564463,CROSSROADS BANK,TX,YOAKUM                   ,051,6/30/2025,True
539872,"TRUSTTEXAS BANK, S.S.B.",TX,CUERO                    ,051,6/30/2025,True
409265,SPUR SECURITY BANK,TX,SPUR                     ,051,6/30/2025,True
753856,"DONLEY COUNTY STATE BANK, THE",TX,CLARENDON                ,051,6/30/2025,True
578862,FIRST STATE BANK OF SAN DIEGO,TX,SAN DIEGO                ,041,6/30/2025,True
561864,SOUTHWEST BANK,TX,ODESSA                   ,051,6/30/2025,True
660066,PEOPLES STATE BANK,TX,ROCKSPRINGS              ,051,6/30/2025,True
435059,ENNIS STATE BANK,TX,ENNIS                    ,051,6/30/2025,True
370954,"COWBOY BANK OF TEXAS, THE",TX,MAYPEARL                 ,051,6/30/2025,True
552161,CITIZENS NATIONAL BANK OF TEXAS,TX,WAXAHACHIE               ,051,6/30/2025,True
1017564,COMMERCIAL STATE BANK,TX,PALMER                   ,051,6/30/2025,True
1447639,WESTSTAR BANK,TX,EL PASO                  ,051,6/30/2025,True
648550,FIRST NATIONAL BANK OF DUBLIN,TX,DUBLIN                   ,051,6/30/2025,True
377663,FANNIN BANK,TX,BONHAM                   ,041,6/30/2025,True
792659,NATIONAL BANK & TRUST,TX,LA GRANGE                ,051,6/30/2025,True
675079,"FAYETTE SAVINGS BANK, SSB",TX,LA GRANGE                ,051,6/30/2025,True
450753,FAYETTEVILLE BANK,TX,FAYETTEVILLE             ,041,6/30/2025,True
732954,CARMINE STATE BANK,TX,CARMINE                  ,051,6/30/2025,True
665865,ROUND TOP STATE BANK,TX,ROUND TOP                ,051,6/30/2025,True
2490285,FIRST NATIONAL BANK,TX,ROTAN                    ,051,6/30/2025,True
393252,FIRST TEXAS NATIONAL BANK,TX,FLOYDADA                 ,051,6/30/2025,True
701857,CROWELL STATE BANK,TX,CROWELL                  ,051,6/30/2025,True
839068,SECURITY STATE BANK,TX,PEARSALL                 ,051,6/30/2025,True
473266,TEXAS FIRST BANK,TX,TEXAS CITY               ,051,6/30/2025,True
253356,MOODY NATIONAL BANK,TX,GALVESTON                ,041,6/30/2025,True
393953,"HOMETOWN BANK, NATIONAL ASSOCIATION",TX,GALVESTON                ,051,6/30/2025,True
247355,SECURITY STATE BANK & TRUST,TX,FREDERICKSBURG           ,051,6/30/2025,True
448554,SAGE CAPITAL BANK,TX,GONZALES                 ,051,6/30/2025,True
352651,BOC BANK,TX,MCLEAN                   ,051,6/30/2025,True
89957,"CENDERA BANK, N.A.",TX,BELLS                    ,051,6/30/2025,True
193162,"FIRST NATIONAL BANK OF TOM BEAN, THE",TX,TOM BEAN                 ,051,6/30/2025,True
744854,CITIZENS BANK,TX,KILGORE                  ,051,6/30/2025,True
457060,SPRING HILL STATE BANK,TX,LONGVIEW                 ,051,6/30/2025,True
949154,TEXAS BANK AND TRUST COMPANY,TX,LONGVIEW                 ,041,6/30/2025,True
362155,"FIRST NATIONAL BANK OF ANDERSON, THE",TX,ANDERSON                 ,051,6/30/2025,True
88352,FIRST STATE BANK OF BEDIAS,TX,BEDIAS                   ,041,6/30/2025,True
583268,SCHERTZ BANK & TRUST,TX,SCHERTZ                  ,051,6/30/2025,True
484057,MARION STATE BANK,TX,MARION                   ,051,6/30/2025,True
400365,"FIRST COMMERCIAL BANK, NATIONAL ASSOCIATION",TX,SEGUIN                   ,051,6/30/2025,True
305059,"FIRST STATE BANK, THE",TX,ABERNATHY                ,051,6/30/2025,True
373553,FIRST BANK AND TRUST OF MEMPHIS,TX,MEMPHIS                  ,051,6/30/2025,True
407168,FIRST STATE BANK,TX,SPEARMAN                 ,051,6/30/2025,True
919568,FIRST CAPITAL BANK,TX,QUANAH                   ,051,6/30/2025,True
3448162,LONE STAR BANK,TX,HOUSTON                  ,051,6/30/2025,True
583754,BANK OF HOUSTON,TX,HOUSTON                  ,051,6/30/2025,True
5879201,INTEGRITY BANK SSB,TX,HOUSTON                  ,051,6/30/2025,True
3630323,THIRD COAST BANK,TX,HUMBLE                   ,051,6/30/2025,True
2597232,"HIGHTOWER TRUST COMPANY, NATIONAL ASSOCIATION, THE",TX,HOUSTON                  ,051,6/30/2025,True
853251,UNITY NATIONAL BANK OF HOUSTON,TX,HOUSTON                  ,051,6/30/2025,True
5728916,"AGILITY BANK, N.A.",TX,HOUSTON                  ,051,6/30/2025,True
972862,PLAINS STATE BANK,TX,HUMBLE                   ,051,6/30/2025,True
596156,CAPITAL BANK,TX,HOUSTON                  ,041,6/30/2025,True
748357,GLOBAL ONE BANK,TX,HOUSTON                  ,051,6/30/2025,True
514655,"TEXAS GULF BANK, NATIONAL ASSOCIATION",TX,HOUSTON                  ,051,6/30/2025,True
2694681,AMERICAN FIRST NATIONAL BANK,TX,HOUSTON                  ,051,6/30/2025,True
2625724,SOUTHWESTERN NATIONAL BANK,TX,HOUSTON                  ,051,6/30/2025,True
5382514,GULF CAPITAL BANK,TX,HOUSTON                  ,051,6/30/2025,True
5760439,TEXAS TRADITIONS BANK,TX,KATY                     ,051,6/30/2025,True
3579589,STELLAR BANK,TX,HOUSTON                  ,041,6/30/2025,True
3821626,"MINT NATIONAL BANK, THE",TX,KINGWOOD                 ,051,6/30/2025,True
2597223,"LEGACY TRUST COMPANY, NATIONAL ASSOCIATION",TX,HOUSTON                  ,051,6/30/2025,True
2362458,"WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION",TX,HOUSTON                  ,031,6/30/2025,True
2891622,"CORNERSTONE CAPITAL BANK, SSB",TX,HOUSTON                  ,041,6/30/2025,True
31255,CENTRAL BANK,TX,HOUSTON                  ,041,6/30/2025,True
536059,"GOLDEN BANK, NATIONAL ASSOCIATION",TX,HOUSTON                  ,041,6/30/2025,True
572655,COMMUNITY BANK,TX,LONGVIEW                 ,041,6/30/2025,True
170257,HASKELL NATIONAL BANK,TX,HASKELL                  ,051,6/30/2025,True
264455,FIRST STATE BANK,TX,ATHENS                   ,051,6/30/2025,True
229454,FIRST STATE BANK OF BROWNSBORO,TX,BROWNSBORO               ,051,6/30/2025,True
49858,BANK OF SOUTH TEXAS,TX,MCALLEN                  ,051,6/30/2025,True
956750,RIO BANK,TX,MCALLEN                  ,051,6/30/2025,True
497954,TEXAS NATIONAL BANK,TX,MERCEDES                 ,051,6/30/2025,True
518877,GREATER STATE BANK,TX,MCALLEN                  ,051,6/30/2025,True
432058,FREEDOM BANK,TX,ALAMO                    ,051,6/30/2025,True
842460,LONE STAR NATIONAL BANK,TX,PHARR                    ,041,6/30/2025,True
184656,"CITIZENS NATIONAL BANK OF HILLSBORO, THE",TX,HILLSBORO                ,041,6/30/2025,True
489155,CITIZENS STATE BANK,TX,ANTON                    ,051,6/30/2025,True
412667,SUNDOWN STATE BANK,TX,SUNDOWN                  ,051,6/30/2025,True
329952,"FIRST NATIONAL BANK OF GRANBURY, THE",TX,GRANBURY                 ,041,6/30/2025,True
811457,"FIRST NATIONAL BANK OF LIPAN, THE",TX,LIPAN                    ,041,6/30/2025,True
596062,"CITY NATIONAL BANK OF SULPHUR SPRINGS, THE",TX,SULPHUR SPRINGS          ,051,6/30/2025,True
176464,ALLIANCE BANK,TX,SULPHUR SPRINGS          ,051,6/30/2025,True
700252,CITIZENS NATIONAL BANK,TX,CROCKETT                 ,051,6/30/2025,True
764151,LOVELADY STATE BANK,TX,LOVELADY                 ,051,6/30/2025,True
169354,"STATE NATIONAL BANK OF BIG SPRING, THE",TX,BIG SPRING               ,051,6/30/2025,True
871956,"FIRST BANK OF CELESTE, THE",TX,CELESTE                  ,051,6/30/2025,True
500256,"FIRST NATIONAL BANK OF MERTZON, THE",TX,MERTZON                  ,041,6/30/2025,True
924058,"JACKSBORO NATIONAL BANK, THE",TX,JACKSBORO                ,051,6/30/2025,True
455459,MAVERICK BANK,TX,FORT DAVIS               ,051,6/30/2025,True
173959,"FIRST NATIONAL BANK OF HEBBRONVILLE, THE",TX,HEBBRONVILLE             ,051,6/30/2025,True
333856,GRANDVIEW BANK,TX,GRANDVIEW                ,051,6/30/2025,True
366359,"FIRST NATIONAL BANK OF ANSON, THE",TX,ANSON                    ,051,6/30/2025,True
441050,"FALLS CITY NATIONAL BANK, THE",TX,FALLS CITY               ,051,6/30/2025,True
979759,"KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE",TX,KARNES CITY              ,051,6/30/2025,True
599764,"AMERICAN NATIONAL BANK OF TEXAS, THE",TX,TERRELL                  ,041,6/30/2025,True
702359,TEXAS HERITAGE BANK,TX,BOERNE                   ,051,6/30/2025,True
3635551,GUADALUPE BANK,TX,KERRVILLE                ,051,6/30/2025,True
741152,JUNCTION NATIONAL BANK,TX,JUNCTION                 ,051,6/30/2025,True
603755,FIRST STATE BANK,TX,JUNCTION                 ,051,6/30/2025,True
556459,"KLEBERG BANK, N.A.",TX,KINGSVILLE               ,051,6/30/2025,True
2161,LAMAR NATIONAL BANK,TX,PARIS                    ,051,6/30/2025,True
1669,"LIBERTY NATIONAL BANK IN PARIS, THE",TX,PARIS                    ,051,6/30/2025,True
898579,"FIRST FEDERAL COMMUNITY BANK, SSB",TX,PARIS                    ,051,6/30/2025,True
1293078,PEOPLES BANK,TX,PARIS                    ,051,6/30/2025,True
14977,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",TX,LITTLEFIELD              ,041,6/30/2025,True
875758,FIRST TEXAS BANK,TX,LAMPASAS                 ,051,6/30/2025,True
818652,STOCKMENS NATIONAL BANK IN COTULLA,TX,COTULLA                  ,041,6/30/2025,True
342362,"FIRST NATIONAL BANK OF SHINER, THE",TX,SHINER                   ,041,6/30/2025,True
530851,PEOPLES STATE BANK OF HALLETTSVILLE,TX,HALLETTSVILLE            ,051,6/30/2025,True
171768,"SOUTHSTAR BANK, S.S.B.",TX,MOULTON                  ,051,6/30/2025,True
324153,FIRST NATIONAL BANK OF GIDDINGS,TX,GIDDINGS                 ,051,6/30/2025,True
54656,CITIZENS STATE BANK,TX,BUFFALO                  ,041,6/30/2025,True
958763,NORMANGEE STATE BANK,TX,NORMANGEE                ,051,6/30/2025,True
629353,FIRST LIBERTY BANK,TX,LIBERTY                  ,051,6/30/2025,True
414858,"INCOMMONS BANK, NATIONAL ASSOCIATION",TX,MEXIA                    ,051,6/30/2025,True
461058,FARMERS STATE BANK,TX,GROESBECK                ,051,6/30/2025,True
521158,"SOUTHTRUST BANK, N.A.",TX,GEORGE WEST              ,051,6/30/2025,True
570558,ARROWHEAD BANK,TX,LLANO                    ,051,6/30/2025,True
946555,LLANO NATIONAL BANK,TX,LLANO                    ,051,6/30/2025,True
304762,VICTORY BANK,TX,LUBBOCK                  ,051,6/30/2025,True
199463,WESTERN BANK,TX,LUBBOCK                  ,051,6/30/2025,True
215662,AMERICAN BANK OF COMMERCE,TX,WOLFFORTH                ,041,6/30/2025,True
575254,CITY BANK,TX,LUBBOCK                  ,041,6/30/2025,True
819855,PEOPLES BANK,TX,LUBBOCK                  ,051,6/30/2025,True
524766,FIRST STATE BANK,TX,SHALLOWATER              ,041,6/30/2025,True
101952,"BRADY NATIONAL BANK, THE",TX,BRADY                    ,051,6/30/2025,True
42354,"COMMERCIAL NATIONAL BANK OF BRADY, THE",TX,BRADY                    ,051,6/30/2025,True
428060,CENTRAL NATIONAL BANK,TX,WACO                     ,051,6/30/2025,True
549862,"COMMUNITY BANK & TRUST, WACO, TEXAS",TX,WACO                     ,041,6/30/2025,True
307361,AMERICAN BANK NATIONAL ASSOCIATION,TX,WACO                     ,051,6/30/2025,True
369659,FIRST NATIONAL BANK OF CENTRAL TEXAS,TX,WACO                     ,051,6/30/2025,True
601658,ALLIANCE BANK CENTRAL TEXAS,TX,WOODWAY                  ,051,6/30/2025,True
292467,POINTWEST BANK,TX,WEST                     ,051,6/30/2025,True
895055,"FIRST NATIONAL BANK OF MCGREGOR, THE",TX,MC GREGOR                ,051,6/30/2025,True
108269,"FIRST NATIONAL BANK OF MOODY, THE",TX,MOODY                    ,051,6/30/2025,True
435666,SECURITY BANK OF TEXAS,TX,CRAWFORD                 ,051,6/30/2025,True
741068,FIDELITY BANK OF TEXAS,TX,WACO                     ,051,6/30/2025,True
458665,"FIRST NATIONAL BANK OF STANTON, THE",TX,STANTON                  ,051,6/30/2025,True
368054,MASON BANK,TX,MASON                    ,051,6/30/2025,True
491653,"COMMERCIAL BANK, THE",TX,MASON                    ,051,6/30/2025,True
742056,CASTROVILLE STATE BANK,TX,CASTROVILLE              ,051,6/30/2025,True
77253,TXN BANK,TX,HONDO                    ,051,6/30/2025,True
375650,MENARD BANK,TX,MENARD                   ,051,6/30/2025,True
293053,COMMUNITY NATIONAL BANK,TX,MIDLAND                  ,051,6/30/2025,True
237066,WEST TEXAS NATIONAL BANK,TX,MIDLAND                  ,041,6/30/2025,True
925653,BANK OF TEXAS,TX,MIDLAND                  ,051,6/30/2025,True
59352,CITIZENS NATIONAL BANK,TX,CAMERON                  ,051,6/30/2025,True
53051,"BUCKHOLTS STATE BANK, THE",TX,BUCKHOLTS                ,051,6/30/2025,True
182951,"CLASSIC BANK, NATIONAL ASSOCIATION",TX,CAMERON                  ,051,6/30/2025,True
522753,MCBANK,TX,GOLDTHWAITE              ,051,6/30/2025,True
799854,"CITY NATIONAL BANK OF COLORADO CITY, THE",TX,COLORADO CITY            ,051,6/30/2025,True
100357,"LEGEND BANK, N. A.",TX,BOWIE                    ,051,6/30/2025,True
412751,WOODFOREST NATIONAL BANK,TX,THE WOODLANDS            ,041,6/30/2025,True
824653,TEXAS HERITAGE NATIONAL BANK,TX,DAINGERFIELD             ,051,6/30/2025,True
885869,"COMMERCIAL BANK OF TEXAS, N.A.",TX,NACOGDOCHES              ,051,6/30/2025,True
697950,CITY NATIONAL BANK,TX,CORSICANA                ,051,6/30/2025,True
856869,POWELL STATE BANK,TX,POWELL                   ,051,6/30/2025,True
738769,COMMUNITY NATIONAL BANK & TRUST OF TEXAS,TX,CORSICANA                ,051,6/30/2025,True
1435092,TEXAS NATIONAL BANK,TX,SWEETWATER               ,051,6/30/2025,True
964157,VALUEBANK TEXAS,TX,CORPUS CHRISTI           ,051,6/30/2025,True
579364,TEXAS CHAMPION BANK,TX,CORPUS CHRISTI           ,051,6/30/2025,True
807955,"AMERICAN BANK, NATIONAL ASSOCIATION",TX,CORPUS CHRISTI           ,051,6/30/2025,True
339456,FIRST COMMUNITY BANK,TX,CORPUS CHRISTI           ,041,6/30/2025,True
814458,CHARTER BANK,TX,CORPUS CHRISTI           ,051,6/30/2025,True
791072,INTERSTATE BANK,TX,PERRYTON                 ,051,6/30/2025,True
8462,"PERRYTON NATIONAL BANK, THE",TX,PERRYTON                 ,051,6/30/2025,True
190563,FIRST STATE BANK OF TEXAS,TX,ORANGE                   ,051,6/30/2025,True
43959,BRIDGE CITY STATE BANK,TX,BRIDGE CITY              ,051,6/30/2025,True
328357,"TITAN BANK, N.A.",TX,MINERAL WELLS            ,041,6/30/2025,True
1012251,FIRST STATE BANK AND TRUST COMPANY,TX,CARTHAGE                 ,051,6/30/2025,True
614368,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD DBA FIRST BANK TEXAS,TX,WEATHERFORD              ,051,6/30/2025,True
389358,SECURITY STATE BANK,TX,FARWELL                  ,051,6/30/2025,True
396954,"PECOS COUNTY STATE BANK, THE",TX,FORT STOCKTON            ,051,6/30/2025,True
397456,FIRST NATIONAL BANK OF FORT STOCKTON,TX,FORT STOCKTON            ,041,6/30/2025,True
899651,CITIZENS STATE BANK,TX,CORRIGAN                 ,051,6/30/2025,True
630658,"FIRST NATIONAL BANK OF LIVINGSTON, THE",TX,LIVINGSTON               ,051,6/30/2025,True
884358,FIRST STATE BANK OF LIVINGSTON,TX,LIVINGSTON               ,051,6/30/2025,True
840363,FIRSTBANK SOUTHWEST,TX,AMARILLO                 ,051,6/30/2025,True
353555,AMARILLO NATIONAL BANK,TX,AMARILLO                 ,041,6/30/2025,True
610164,HERRING BANK,TX,AMARILLO                 ,051,6/30/2025,True
362856,"BIG BEND BANKS, N.A. DBA MARFA NATIONAL BANK, THE",TX,MARFA                    ,051,6/30/2025,True
885252,CITIZENS BANK,TX,AMARILLO                 ,051,6/30/2025,True
908861,"TRANSPECOS BANKS, SSB",TX,PECOS                    ,041,6/30/2025,True
32766,LAKESIDE BANK,TX,ROCKWALL                 ,051,6/30/2025,True
296755,CITIZENS STATE BANK,TX,MILES                    ,051,6/30/2025,True
160454,"FIRST NATIONAL BANK OF BALLINGER, THE",TX,BALLINGER                ,051,6/30/2025,True
56351,"VERABANK, NATIONAL ASSOCIATION",TX,HENDERSON                ,041,6/30/2025,True
414764,TEXAS BANK,TX,HENDERSON                ,051,6/30/2025,True
849076,HENDERSON FEDERAL SAVINGS BANK,TX,HENDERSON                ,051,6/30/2025,True
586960,PEOPLES STATE BANK,TX,SHEPHERD                 ,051,6/30/2025,True
678052,"BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS, THE",TX,COLDSPRING               ,051,6/30/2025,True
776369,FIRST STATE BANK OF ODEM,TX,ODEM                     ,051,6/30/2025,True
714165,"CITY NATIONAL BANK OF SAN SABA, THE",TX,SAN SABA                 ,051,6/30/2025,True
665258,"LONE OAK BANK, NATIONAL ASSOCIATION",TX,ELDORADO                 ,051,6/30/2025,True
406666,WEST TEXAS STATE BANK,TX,SNYDER                   ,051,6/30/2025,True
340751,CLEAR FORK BANK NATIONAL ASSOCIATION,TX,ALBANY                   ,051,6/30/2025,True
875057,FARMERS STATE BANK,TX,CENTER                   ,051,6/30/2025,True
552974,"SHELBY SAVINGS BANK, SSB",TX,CENTER                   ,041,6/30/2025,True
410560,FIRST STATE BANK,TX,STRATFORD                ,051,6/30/2025,True
869663,CITIZENS 1ST BANK,TX,TYLER                    ,051,6/30/2025,True
262358,AMERICAN STATE BANK,TX,ARP                      ,051,6/30/2025,True
361167,SOUTHSIDE BANK,TX,TYLER                    ,041,6/30/2025,True
804860,CITIZENS STATE BANK,TX,ROMA                     ,041,6/30/2025,True
411062,"FIRST NATIONAL BANK OF STERLING CITY, THE",TX,STERLING CITY            ,051,6/30/2025,True
138257,"FIRST NATIONAL BANK OF ASPERMONT, THE",TX,ASPERMONT                ,051,6/30/2025,True
591366,"FIRST NATIONAL BANK OF SONORA, THE",TX,SONORA                   ,041,6/30/2025,True
995955,KRESS NATIONAL BANK,TX,KRESS                    ,051,6/30/2025,True
3185896,"TRINITY BANK, NATIONAL ASSOCIATION",TX,FORT WORTH               ,051,6/30/2025,True
240954,FIRST NATIONAL BANK OF BURLESON,TX,BURLESON                 ,051,6/30/2025,True
859552,BANK OF THE WEST,TX,GRAPEVINE                ,041,6/30/2025,True
426057,SPECTRA BANK,TX,FORT WORTH               ,051,6/30/2025,True
406059,NBT FINANCIAL BANK,TX,FORT WORTH               ,051,6/30/2025,True
867650,PINNACLE BANK,TX,FORT WORTH               ,041,6/30/2025,True
339072,"COLONIAL SAVINGS, FA",TX,FORT WORTH               ,041,6/30/2025,True
3150205,WORTHINGTON BANK,TX,ARLINGTON                ,051,6/30/2025,True
2568063,FIRST COMMAND BANK,TX,FORT WORTH               ,051,6/30/2025,True
822556,TEXAS EXCHANGE BANK,TX,CROWLEY                  ,041,6/30/2025,True
470050,FIRST FINANCIAL BANK,TX,ABILENE                  ,041,6/30/2025,True
498456,AVANA BANK,TX,ABILENE                  ,051,6/30/2025,True
617051,"CITIZENS BANK, NATIONAL ASSOCIATION",TX,ABILENE                  ,051,6/30/2025,True
764067,"AMERICAN NATIONAL BANK OF MOUNT PLEASANT, THE",TX,MOUNT PLEASANT           ,051,6/30/2025,True
112163,"GUARANTY BANK & TRUST, N.A.",TX,MOUNT PLEASANT           ,041,6/30/2025,True
748964,TEXAS STATE BANK,TX,SAN ANGELO               ,051,6/30/2025,True
3347911,AUSTIN CAPITAL BANK SSB,TX,AUSTIN                   ,051,6/30/2025,True
703552,"HORIZON BANK, SSB",TX,AUSTIN                   ,051,6/30/2025,True
